,frame,id,y,x,dy,dx,a,b,c,d,person_names,status
321,285,0,760.5,223.25,103.58,423.87,1,-1,-1,-1,Shubhankar,Working
322,286,1,936.3,288.33,108.98,349.9,1,-1,-1,-1,Customer,Working
323,286,0,759.36,224.01,99.66,423.24,1,-1,-1,-1,Shubhankar,Working
324,287,1,929.5,291.5,115.84,349.29,1,-1,-1,-1,Customer,Working
325,287,0,759.74,223.32,97.07,419.67,1,-1,-1,-1,Shubhankar,Working
326,288,1,939.25,291.68,114.73,351.09,1,-1,-1,-1,Customer,Working
327,288,0,761.9,224.26,96.55,420.46,1,-1,-1,-1,Shubhankar,Working
328,289,1,950.41,292.11,109.21,352.95,1,-1,-1,-1,Customer,Working
329,289,0,763.14,224.37,96.72,421.89,1,-1,-1,-1,Shubhankar,Working
330,290,1,957.38,291.88,104.9,354.42,1,-1,-1,-1,Customer,Working
331,290,0,765.04,224.4,97.11,420.46,1,-1,-1,-1,Shubhankar,Working
332,291,1,962.15,291.33,100.92,355.2,1,-1,-1,-1,Customer,Working
333,291,0,765.84,226.32,97.68,421.93,1,-1,-1,-1,Shubhankar,Working
334,292,1,964.98,291.02,98.59,356.96,1,-1,-1,-1,Customer,Working
335,292,0,765.91,227.22,98.91,422.78,1,-1,-1,-1,Shubhankar,Working
336,293,1,966.52,289.98,98.01,358.78,1,-1,-1,-1,Customer,Working
337,293,0,765.68,228.24,99.81,423.66,1,-1,-1,-1,Shubhankar,Working
338,294,1,967.35,289.87,97.87,360.19,1,-1,-1,-1,Customer,Working
339,294,0,765.01,228.01,99.92,424.53,1,-1,-1,-1,Shubhankar,Working
340,295,1,967.64,289.74,97.77,361.51,1,-1,-1,-1,Customer,Working
341,295,0,765.06,227.41,98.62,424.55,1,-1,-1,-1,Shubhankar,Working
342,296,1,968.11,290.33,98.25,362.01,1,-1,-1,-1,Customer,Working
343,296,0,763.78,226.92,97.4,422.41,1,-1,-1,-1,Shubhankar,Working
344,297,1,967.13,289.19,98.07,364.22,1,-1,-1,-1,Customer,Working
345,297,0,765.93,227.75,98.16,422.8,1,-1,-1,-1,Shubhankar,Working
346,298,1,967.03,288.01,97.37,365.23,1,-1,-1,-1,Customer,Working
347,298,0,767.43,227.8,98.98,422.81,1,-1,-1,-1,Shubhankar,Working
348,299,1,966.72,287.86,96.31,365.65,1,-1,-1,-1,Customer,Working
349,299,0,768.59,227.22,100.67,422.01,1,-1,-1,-1,Shubhankar,Working
350,300,1,965.83,288.6,96.09,365.48,1,-1,-1,-1,Customer,Working
351,300,0,768.8,228.78,103.01,422.06,1,-1,-1,-1,Shubhankar,Working
352,301,1,965.04,288.87,96.21,365.41,1,-1,-1,-1,Customer,Working
353,301,0,769.39,229.33,106.07,422.14,1,-1,-1,-1,Shubhankar,Working
354,302,1,964.99,289.93,95.74,364.75,1,-1,-1,-1,Customer,Working
355,302,0,768.47,229.89,107.49,422.73,1,-1,-1,-1,Shubhankar,Working
356,303,1,965.87,289.87,95.68,365.41,1,-1,-1,-1,Customer,Working
357,303,0,765.58,230.42,107.16,423.62,1,-1,-1,-1,Shubhankar,Working
358,304,1,965.83,290.86,95.09,365.56,1,-1,-1,-1,Customer,Working
359,304,0,764.06,230.52,107.19,423.47,1,-1,-1,-1,Shubhankar,Working
360,305,1,966.0,292.05,93.82,363.98,1,-1,-1,-1,Customer,Working
361,305,0,763.92,230.57,106.94,423.34,1,-1,-1,-1,Shubhankar,Working
362,306,1,965.63,293.23,92.89,362.54,1,-1,-1,-1,Customer,Working
363,306,0,762.78,231.25,107.03,423.26,1,-1,-1,-1,Shubhankar,Working
364,307,1,965.64,294.65,92.21,360.66,1,-1,-1,-1,Customer,Working
365,307,0,762.97,231.51,107.09,423.2,1,-1,-1,-1,Shubhankar,Working
366,308,1,964.92,295.52,91.44,359.27,1,-1,-1,-1,Customer,Working
367,308,0,763.03,231.8,107.14,423.42,1,-1,-1,-1,Shubhankar,Working
368,309,1,964.78,295.88,90.88,357.98,1,-1,-1,-1,Customer,Working
369,309,0,763.03,232.51,107.17,423.58,1,-1,-1,-1,Shubhankar,Working
370,310,1,963.71,295.66,90.74,356.24,1,-1,-1,-1,Customer,Working
371,310,0,763.02,232.74,107.19,423.7,1,-1,-1,-1,Shubhankar,Working
372,311,1,963.6,296.64,90.1,356.02,1,-1,-1,-1,Customer,Working
373,311,0,763.2,232.32,107.48,424.07,1,-1,-1,-1,Shubhankar,Working
374,312,1,962.74,296.27,90.19,356.77,1,-1,-1,-1,Customer,Working
375,312,0,763.2,232.28,107.7,424.61,1,-1,-1,-1,Shubhankar,Working
376,313,1,962.78,296.6,90.82,357.39,1,-1,-1,-1,Customer,Working
377,313,0,764.28,232.62,107.57,424.71,1,-1,-1,-1,Shubhankar,Working
378,314,1,963.73,296.57,91.82,357.92,1,-1,-1,-1,Customer,Working
379,314,0,764.05,232.73,107.49,424.78,1,-1,-1,-1,Shubhankar,Working
380,315,1,963.26,295.91,92.56,357.45,1,-1,-1,-1,Customer,Working
381,315,0,763.97,232.74,107.42,424.83,1,-1,-1,-1,Shubhankar,Working
382,316,1,963.14,295.52,93.37,356.87,1,-1,-1,-1,Customer,Working
383,316,0,763.94,232.27,107.37,425.14,1,-1,-1,-1,Shubhankar,Working
384,317,1,962.31,296.4,93.96,355.89,1,-1,-1,-1,Customer,Working
385,317,0,764.4,231.92,107.06,424.26,1,-1,-1,-1,Shubhankar,Working
386,318,1,962.54,296.43,94.39,355.48,1,-1,-1,-1,Customer,Working
387,318,0,763.97,232.51,106.84,424.43,1,-1,-1,-1,Shubhankar,Working
388,319,1,961.71,297.54,94.44,355.71,1,-1,-1,-1,Customer,Working
389,319,0,763.84,231.86,106.67,424.28,1,-1,-1,-1,Shubhankar,Working
390,320,1,961.84,297.85,94.2,356.68,1,-1,-1,-1,Customer,Working
391,320,0,763.63,231.45,106.27,423.89,1,-1,-1,-1,Shubhankar,Working
392,321,1,961.1,298.72,93.75,356.82,1,-1,-1,-1,Customer,Working
393,321,0,763.89,230.26,105.44,423.84,1,-1,-1,-1,Shubhankar,Working
394,322,1,961.64,298.86,92.6,356.59,1,-1,-1,-1,Customer,Working
395,322,0,764.05,230.53,105.64,423.02,1,-1,-1,-1,Shubhankar,Working
396,323,1,962.24,298.47,92.03,356.72,1,-1,-1,-1,Customer,Working
397,323,0,764.07,230.79,105.8,422.42,1,-1,-1,-1,Shubhankar,Working
398,324,1,962.38,298.68,91.35,357.33,1,-1,-1,-1,Customer,Working
399,324,0,764.06,230.99,105.9,421.98,1,-1,-1,-1,Shubhankar,Working
400,325,1,963.2,298.37,90.86,358.34,1,-1,-1,-1,Customer,Working
401,325,0,763.84,230.69,105.71,421.92,1,-1,-1,-1,Shubhankar,Working
402,326,1,963.14,298.23,90.78,359.39,1,-1,-1,-1,Customer,Working
403,326,0,764.44,231.05,105.57,421.6,1,-1,-1,-1,Shubhankar,Working
404,327,1,963.51,297.95,91.28,360.23,1,-1,-1,-1,Customer,Working
405,327,0,764.23,231.89,105.74,421.37,1,-1,-1,-1,Shubhankar,Working
406,328,2,591.66,261.8,85.75,324.62,1,-1,-1,-1,Customer,Working
407,328,1,963.75,297.21,91.92,361.16,1,-1,-1,-1,Customer,Working
408,328,0,764.31,231.6,106.13,421.22,1,-1,-1,-1,Shubhankar,Working
409,329,2,591.92,263.8,94.94,326.18,1,-1,-1,-1,Customer,Working
410,329,1,964.38,296.75,92.39,361.83,1,-1,-1,-1,Customer,Working
411,329,0,764.27,232.25,106.42,420.28,1,-1,-1,-1,Shubhankar,Working
412,330,2,590.07,262.82,97.05,321.93,1,-1,-1,-1,Customer,Working
413,330,1,965.0,296.47,92.45,362.3,1,-1,-1,-1,Customer,Working
414,330,0,763.36,232.97,106.36,420.95,1,-1,-1,-1,Shubhankar,Working
415,331,2,587.67,262.69,97.77,323.3,1,-1,-1,-1,Customer,Working
416,331,1,965.21,296.93,92.5,362.65,1,-1,-1,-1,Customer,Working
417,331,0,763.68,232.36,106.31,420.34,1,-1,-1,-1,Shubhankar,Working
418,332,2,587.62,263.89,97.36,324.53,1,-1,-1,-1,Customer,Working
419,332,1,965.66,295.89,93.09,363.23,1,-1,-1,-1,Customer,Working
420,332,0,763.34,232.52,106.55,421.29,1,-1,-1,-1,Shubhankar,Working
421,333,2,588.4,265.86,100.1,327.87,1,-1,-1,-1,Customer,Working
422,333,1,965.53,295.67,93.25,363.08,1,-1,-1,-1,Customer,Working
423,333,0,762.52,233.07,106.73,421.97,1,-1,-1,-1,Shubhankar,Working
424,334,2,589.16,269.24,103.27,326.31,1,-1,-1,-1,Customer,Working
425,334,1,965.44,295.8,93.36,363.26,1,-1,-1,-1,Customer,Working
426,334,0,762.37,233.43,107.13,421.93,1,-1,-1,-1,Shubhankar,Working
427,335,2,587.99,269.8,107.76,328.24,1,-1,-1,-1,Customer,Working
428,335,1,965.39,296.55,93.44,362.56,1,-1,-1,-1,Customer,Working
429,335,0,762.52,233.31,106.88,422.42,1,-1,-1,-1,Shubhankar,Working
430,336,2,585.27,267.58,113.11,332.29,1,-1,-1,-1,Customer,Working
431,336,1,965.81,296.97,93.23,362.04,1,-1,-1,-1,Customer,Working
432,336,0,761.78,234.02,106.42,423.03,1,-1,-1,-1,Shubhankar,Working
433,337,2,580.73,266.46,117.98,334.89,1,-1,-1,-1,Customer,Working
434,337,1,965.35,297.4,93.07,361.93,1,-1,-1,-1,Customer,Working
435,337,0,760.93,233.72,106.08,423.75,1,-1,-1,-1,Shubhankar,Working
436,338,2,576.51,265.51,119.39,335.45,1,-1,-1,-1,Customer,Working
437,338,1,963.89,298.31,92.96,361.04,1,-1,-1,-1,Customer,Working
438,338,0,760.48,234.4,105.56,423.72,1,-1,-1,-1,Shubhankar,Working
439,339,2,573.78,265.46,117.45,333.6,1,-1,-1,-1,Customer,Working
440,339,1,963.16,299.01,92.6,360.64,1,-1,-1,-1,Customer,Working
441,339,0,760.68,234.67,104.63,423.67,1,-1,-1,-1,Shubhankar,Working
442,340,2,570.7,266.85,114.16,331.97,1,-1,-1,-1,Customer,Working
443,340,1,960.9,297.44,93.17,361.54,1,-1,-1,-1,Customer,Working
444,340,0,760.66,234.57,104.5,423.38,1,-1,-1,-1,Shubhankar,Working
445,341,2,567.73,267.6,109.93,330.83,1,-1,-1,-1,Customer,Working
446,341,1,960.23,297.91,93.03,361.04,1,-1,-1,-1,Customer,Working
447,341,0,760.03,234.39,104.41,422.9,1,-1,-1,-1,Shubhankar,Working
448,342,2,563.95,269.3,107.73,330.1,1,-1,-1,-1,Customer,Working
449,342,1,959.54,296.85,93.21,360.7,1,-1,-1,-1,Customer,Working
450,342,0,759.16,233.75,104.34,422.54,1,-1,-1,-1,Shubhankar,Working
451,343,2,559.37,273.78,106.69,329.29,1,-1,-1,-1,Customer,Working
452,343,1,959.07,295.51,93.07,361.8,1,-1,-1,-1,Customer,Working
453,343,0,759.51,233.56,104.28,422.28,1,-1,-1,-1,Shubhankar,Working
454,344,2,555.94,279.48,107.15,332.05,1,-1,-1,-1,Customer,Working
455,344,1,958.55,296.1,92.41,360.66,1,-1,-1,-1,Customer,Working
456,344,0,759.19,234.46,104.52,421.55,1,-1,-1,-1,Shubhankar,Working
457,345,2,551.07,279.98,111.28,335.64,1,-1,-1,-1,Customer,Working
458,345,1,957.37,296.8,92.21,359.3,1,-1,-1,-1,Customer,Working
459,345,0,758.77,235.48,105.23,419.91,1,-1,-1,-1,Shubhankar,Working
460,346,2,542.84,277.35,119.81,340.56,1,-1,-1,-1,Customer,Working
461,346,1,955.66,297.12,92.05,358.03,1,-1,-1,-1,Customer,Working
462,346,0,758.22,236.32,106.3,419.02,1,-1,-1,-1,Shubhankar,Working
463,347,2,532.29,273.23,128.86,345.91,1,-1,-1,-1,Customer,Working
464,347,1,954.87,298.39,91.67,356.54,1,-1,-1,-1,Customer,Working
465,347,0,758.7,236.1,109.27,418.45,1,-1,-1,-1,Shubhankar,Working
466,348,2,519.82,270.96,136.93,354.5,1,-1,-1,-1,Customer,Working
467,348,1,954.66,299.33,91.39,355.74,1,-1,-1,-1,Customer,Working
468,348,0,759.59,235.27,112.26,417.78,1,-1,-1,-1,Shubhankar,Working
469,349,2,510.58,272.37,143.95,364.22,1,-1,-1,-1,Customer,Working
470,349,1,954.64,299.82,91.18,355.15,1,-1,-1,-1,Customer,Working
471,349,0,759.38,235.73,112.52,415.31,1,-1,-1,-1,Shubhankar,Working
472,350,2,508.75,274.99,146.06,372.13,1,-1,-1,-1,Customer,Working
473,350,1,954.69,299.84,91.04,355.27,1,-1,-1,-1,Customer,Working
474,350,0,759.08,235.47,114.35,415.24,1,-1,-1,-1,Shubhankar,Working
475,351,2,511.32,276.07,143.82,379.38,1,-1,-1,-1,Customer,Working
476,351,1,954.94,300.08,91.2,354.84,1,-1,-1,-1,Customer,Working
477,351,0,758.26,235.4,115.14,415.17,1,-1,-1,-1,Shubhankar,Working
478,352,2,518.51,274.73,139.84,386.12,1,-1,-1,-1,Customer,Working
479,352,1,955.49,299.33,91.06,355.05,1,-1,-1,-1,Customer,Working
480,352,0,759.2,236.8,114.9,414.27,1,-1,-1,-1,Shubhankar,Working
481,353,2,527.46,272.83,137.15,391.32,1,-1,-1,-1,Customer,Working
482,353,1,956.2,299.21,90.68,355.47,1,-1,-1,-1,Customer,Working
483,353,0,759.21,238.92,114.17,414.67,1,-1,-1,-1,Shubhankar,Working
484,354,2,537.69,273.88,136.93,398.72,1,-1,-1,-1,Customer,Working
485,354,1,956.35,298.83,90.13,356.29,1,-1,-1,-1,Customer,Working
486,354,0,759.69,240.66,112.27,413.58,1,-1,-1,-1,Shubhankar,Working
487,355,2,547.98,275.97,140.38,403.85,1,-1,-1,-1,Customer,Working
488,355,1,957.17,299.84,89.73,356.9,1,-1,-1,-1,Customer,Working
489,355,0,760.92,239.8,108.14,412.95,1,-1,-1,-1,Shubhankar,Working
490,356,2,559.27,281.17,145.18,411.2,1,-1,-1,-1,Customer,Working
491,356,1,957.36,298.94,89.17,358.4,1,-1,-1,-1,Customer,Working
492,356,0,762.19,241.64,104.32,414.88,1,-1,-1,-1,Shubhankar,Working
493,357,2,567.65,281.1,147.18,416.56,1,-1,-1,-1,Customer,Working
494,357,1,958.66,299.45,88.49,359.22,1,-1,-1,-1,Customer,Working
495,357,0,764.28,245.02,102.91,418.07,1,-1,-1,-1,Shubhankar,Working
496,358,2,589.79,276.98,148.4,425.27,1,-1,-1,-1,Customer,Working
497,358,1,959.08,299.96,87.71,359.53,1,-1,-1,-1,Customer,Working
498,358,0,766.17,244.76,102.15,421.03,1,-1,-1,-1,Shubhankar,Working
499,359,2,611.42,276.49,146.98,432.73,1,-1,-1,-1,Customer,Working
500,359,1,959.84,300.3,86.88,360.01,1,-1,-1,-1,Customer,Working
501,359,0,766.91,244.15,100.49,420.51,1,-1,-1,-1,Shubhankar,Working
502,360,2,627.28,272.25,148.42,438.93,1,-1,-1,-1,Customer,Working
503,360,1,959.63,300.52,86.27,360.64,1,-1,-1,-1,Customer,Working
504,360,0,767.67,244.3,99.56,421.46,1,-1,-1,-1,Shubhankar,Working
505,361,2,642.26,270.43,158.71,442.16,1,-1,-1,-1,Customer,Working
506,361,1,959.19,299.81,86.1,361.14,1,-1,-1,-1,Customer,Working
507,361,0,768.2,244.72,98.05,421.06,1,-1,-1,-1,Shubhankar,Working
508,362,2,658.15,272.15,163.91,444.28,1,-1,-1,-1,Customer,Working
509,362,1,959.05,300.1,85.98,361.51,1,-1,-1,-1,Customer,Working
510,362,0,775.69,243.11,92.02,419.82,1,-1,-1,-1,Shubhankar,Working
511,363,2,686.22,266.21,164.33,449.61,1,-1,-1,-1,Customer,Working
512,363,1,959.3,298.71,85.35,363.34,1,-1,-1,-1,Customer,Working
513,363,0,783.21,223.11,84.28,395.4,1,-1,-1,-1,Shubhankar,Working
514,364,2,721.31,263.41,162.63,454.56,1,-1,-1,-1,Customer,Working
515,364,1,959.69,298.39,85.18,365.54,1,-1,-1,-1,Customer,Working
516,364,0,764.37,204.64,94.01,289.77,1,-1,-1,-1,Shubhankar,Working
517,365,2,747.81,264.61,167.52,457.01,1,-1,-1,-1,Customer,Working
518,365,1,958.76,298.4,85.31,366.11,1,-1,-1,-1,Customer,Working
519,365,0,759.71,212.1,94.0,263.52,1,-1,-1,-1,Shubhankar,Working
520,366,2,778.03,268.03,183.65,455.81,1,-1,-1,-1,Customer,Working
521,366,1,958.39,300.06,85.41,364.32,1,-1,-1,-1,Customer,Working
522,366,0,762.31,226.25,91.18,253.67,1,-1,-1,-1,Shubhankar,Working
523,367,2,791.99,271.94,198.17,453.29,1,-1,-1,-1,Customer,Working
524,367,1,962.68,301.65,82.46,363.64,1,-1,-1,-1,Customer,Working
525,367,0,765.51,264.1,96.83,289.3,1,-1,-1,-1,Shubhankar,Working
526,368,2,819.03,276.62,202.84,449.73,1,-1,-1,-1,Customer,Working
527,368,1,962.93,314.99,81.49,371.21,1,-1,-1,-1,Customer,Working
528,368,0,766.72,279.26,99.67,321.79,1,-1,-1,-1,Shubhankar,Working
529,369,2,862.8,270.74,199.8,453.12,1,-1,-1,-1,Customer,Working
530,369,0,766.54,278.02,99.42,346.14,1,-1,-1,-1,Shubhankar,Working
531,370,2,914.89,268.38,189.14,453.9,1,-1,-1,-1,Customer,Working
532,370,0,766.02,272.77,98.91,365.46,1,-1,-1,-1,Shubhankar,Working
533,371,2,954.13,270.32,187.21,453.64,1,-1,-1,-1,Customer,Working
534,371,0,765.99,267.75,98.36,380.65,1,-1,-1,-1,Shubhankar,Working
535,372,2,989.9,274.14,192.2,449.92,1,-1,-1,-1,Customer,Working
536,372,0,766.13,262.38,97.87,392.51,1,-1,-1,-1,Shubhankar,Working
537,373,2,1033.91,272.65,198.87,449.08,1,-1,-1,-1,Customer,Working
538,373,0,765.83,257.92,97.73,402.33,1,-1,-1,-1,Shubhankar,Working
539,374,1,950.5,309.04,95.89,353.67,1,-1,-1,-1,Customer,Working
540,374,2,1071.73,270.75,199.25,450.05,1,-1,-1,-1,Customer,Working
541,374,0,764.82,256.62,98.15,410.34,1,-1,-1,-1,Shubhankar,Working
542,375,1,950.08,306.56,96.01,358.93,1,-1,-1,-1,Customer,Working
543,375,2,1110.1,270.3,186.13,450.48,1,-1,-1,-1,Customer,Working
544,375,0,764.01,254.29,97.88,415.6,1,-1,-1,-1,Shubhankar,Working
545,376,1,950.71,305.89,95.28,359.17,1,-1,-1,-1,Customer,Working
546,376,2,1135.62,283.38,170.44,444.34,1,-1,-1,-1,Customer,Working
547,376,0,762.36,252.77,98.5,419.36,1,-1,-1,-1,Shubhankar,Working
548,377,1,950.63,305.36,95.62,360.98,1,-1,-1,-1,Customer,Working
549,377,0,761.83,251.76,99.22,423.5,1,-1,-1,-1,Shubhankar,Working
550,378,1,950.94,306.3,95.08,361.92,1,-1,-1,-1,Customer,Working
551,378,0,760.86,250.59,99.74,426.51,1,-1,-1,-1,Shubhankar,Working
552,379,1,950.63,306.41,95.05,363.23,1,-1,-1,-1,Customer,Working
553,379,0,761.06,250.3,100.12,427.87,1,-1,-1,-1,Shubhankar,Working
554,380,1,950.86,306.15,94.34,364.14,1,-1,-1,-1,Customer,Working
555,380,0,761.09,251.39,100.39,429.14,1,-1,-1,-1,Shubhankar,Working
556,381,1,950.36,305.52,93.92,366.76,1,-1,-1,-1,Customer,Working
557,381,0,760.59,252.17,100.86,430.08,1,-1,-1,-1,Shubhankar,Working
558,382,1,949.95,306.22,94.2,368.41,1,-1,-1,-1,Customer,Working
559,382,0,760.14,252.73,100.93,430.47,1,-1,-1,-1,Shubhankar,Working
560,383,1,950.79,307.53,93.68,367.5,1,-1,-1,-1,Customer,Working
561,383,0,760.05,253.77,100.16,430.16,1,-1,-1,-1,Shubhankar,Working
562,384,1,951.51,308.29,92.67,366.52,1,-1,-1,-1,Customer,Working
563,384,0,759.88,254.99,100.15,430.24,1,-1,-1,-1,Shubhankar,Working
564,385,1,951.0,309.49,92.55,365.54,1,-1,-1,-1,Customer,Working
565,385,0,759.64,255.68,99.86,429.73,1,-1,-1,-1,Shubhankar,Working
566,386,1,949.37,310.22,93.4,365.85,1,-1,-1,-1,Customer,Working
567,386,0,759.15,256.82,99.92,429.65,1,-1,-1,-1,Shubhankar,Working
568,387,1,946.04,310.19,95.21,366.49,1,-1,-1,-1,Customer,Working
569,387,0,758.76,257.23,99.7,429.57,1,-1,-1,-1,Shubhankar,Working
570,388,1,943.36,313.65,96.79,366.29,1,-1,-1,-1,Customer,Working
571,388,0,758.48,257.17,99.26,429.23,1,-1,-1,-1,Shubhankar,Working
572,389,1,942.15,310.73,99.13,367.37,1,-1,-1,-1,Customer,Working
573,389,0,758.08,257.65,98.39,428.68,1,-1,-1,-1,Shubhankar,Working
574,390,1,941.14,310.18,100.5,367.9,1,-1,-1,-1,Customer,Working
575,390,0,757.82,257.23,98.3,428.3,1,-1,-1,-1,Shubhankar,Working
576,391,1,940.19,309.33,100.89,368.03,1,-1,-1,-1,Customer,Working
577,391,0,757.56,257.11,97.96,428.01,1,-1,-1,-1,Shubhankar,Working
578,392,1,939.96,308.47,101.45,368.44,1,-1,-1,-1,Customer,Working
579,392,0,757.07,257.36,97.99,427.26,1,-1,-1,-1,Shubhankar,Working
580,393,1,940.1,309.57,101.25,367.66,1,-1,-1,-1,Customer,Working
581,393,0,756.89,257.93,98.01,427.26,1,-1,-1,-1,Shubhankar,Working
582,394,1,940.21,310.31,101.1,367.35,1,-1,-1,-1,Customer,Working
583,394,0,757.29,258.14,97.75,427.25,1,-1,-1,-1,Shubhankar,Working
584,395,1,940.11,310.66,100.69,367.04,1,-1,-1,-1,Customer,Working
585,395,0,757.5,258.01,97.56,426.96,1,-1,-1,-1,Shubhankar,Working
586,396,1,940.63,310.88,100.1,366.73,1,-1,-1,-1,Customer,Working
587,396,0,757.43,258.65,97.14,426.74,1,-1,-1,-1,Shubhankar,Working
588,397,1,940.76,310.38,99.38,366.42,1,-1,-1,-1,Customer,Working
589,397,0,757.49,258.64,96.85,427.12,1,-1,-1,-1,Shubhankar,Working
590,398,1,940.77,311.21,98.55,365.57,1,-1,-1,-1,Customer,Working
591,398,0,757.76,258.55,96.9,427.42,1,-1,-1,-1,Shubhankar,Working
592,399,1,940.27,311.38,97.95,365.5,1,-1,-1,-1,Customer,Working
593,399,0,757.4,257.78,97.21,427.65,1,-1,-1,-1,Shubhankar,Working
594,400,1,940.02,310.36,97.23,365.66,1,-1,-1,-1,Customer,Working
595,400,0,757.21,257.25,97.44,427.54,1,-1,-1,-1,Shubhankar,Working
596,401,1,939.88,310.24,96.41,365.16,1,-1,-1,-1,Customer,Working
597,401,0,756.92,256.41,97.33,427.45,1,-1,-1,-1,Shubhankar,Working
598,402,1,939.43,309.7,94.96,364.64,1,-1,-1,-1,Customer,Working
599,402,0,756.56,255.62,97.8,427.68,1,-1,-1,-1,Shubhankar,Working
600,403,1,938.69,310.16,93.61,363.1,1,-1,-1,-1,Customer,Working
601,403,0,756.35,255.55,98.15,427.3,1,-1,-1,-1,Shubhankar,Working
602,404,1,938.3,309.53,92.06,362.16,1,-1,-1,-1,Customer,Working
603,404,0,755.56,254.47,98.39,427.3,1,-1,-1,-1,Shubhankar,Working
604,405,1,938.06,309.7,90.37,361.64,1,-1,-1,-1,Customer,Working
605,405,0,754.84,254.07,98.03,427.27,1,-1,-1,-1,Shubhankar,Working
606,406,1,937.63,310.24,89.14,361.8,1,-1,-1,-1,Customer,Working
607,406,0,755.57,254.29,97.21,425.87,1,-1,-1,-1,Shubhankar,Working
608,407,1,937.23,309.64,88.54,362.82,1,-1,-1,-1,Customer,Working
609,407,0,754.23,253.88,96.89,425.66,1,-1,-1,-1,Shubhankar,Working
610,408,1,936.09,309.01,88.38,363.36,1,-1,-1,-1,Customer,Working
611,408,0,753.79,252.85,96.66,426.05,1,-1,-1,-1,Shubhankar,Working
612,409,1,935.71,306.82,88.26,362.91,1,-1,-1,-1,Customer,Working
613,409,0,753.1,252.22,95.67,426.02,1,-1,-1,-1,Shubhankar,Working
614,410,1,935.14,306.31,88.47,364.04,1,-1,-1,-1,Customer,Working
615,410,0,750.88,251.43,94.67,425.18,1,-1,-1,-1,Shubhankar,Working
616,411,1,935.38,305.87,88.32,363.69,1,-1,-1,-1,Customer,Working
617,411,0,749.77,251.47,94.21,424.84,1,-1,-1,-1,Shubhankar,Working
618,412,1,935.05,306.49,88.51,364.61,1,-1,-1,-1,Customer,Working
619,412,0,749.44,251.56,93.88,424.59,1,-1,-1,-1,Shubhankar,Working
620,413,1,935.38,306.87,88.36,364.67,1,-1,-1,-1,Customer,Working
621,413,0,749.59,252.19,93.91,423.32,1,-1,-1,-1,Shubhankar,Working
622,414,1,936.19,306.92,88.26,365.55,1,-1,-1,-1,Customer,Working
623,414,0,749.58,252.93,94.75,421.86,1,-1,-1,-1,Shubhankar,Working
624,415,1,937.47,306.13,89.58,365.55,1,-1,-1,-1,Customer,Working
625,415,0,749.45,254.4,95.36,422.21,1,-1,-1,-1,Shubhankar,Working
626,416,1,934.29,305.9,94.17,364.11,1,-1,-1,-1,Customer,Working
627,416,0,750.42,254.93,95.55,424.35,1,-1,-1,-1,Shubhankar,Working
628,417,1,928.75,305.6,100.02,362.67,1,-1,-1,-1,Customer,Working
629,417,0,750.3,255.4,95.96,425.95,1,-1,-1,-1,Shubhankar,Working
630,418,1,922.94,308.26,107.06,359.23,1,-1,-1,-1,Customer,Working
631,418,0,750.2,255.57,96.25,426.56,1,-1,-1,-1,Shubhankar,Working
632,419,1,918.59,309.42,112.75,357.63,1,-1,-1,-1,Customer,Working
633,419,0,750.58,255.53,96.19,426.98,1,-1,-1,-1,Shubhankar,Working
634,420,1,922.95,306.67,112.73,358.84,1,-1,-1,-1,Customer,Working
635,420,0,749.9,255.64,95.87,427.54,1,-1,-1,-1,Shubhankar,Working
636,421,1,927.51,303.53,110.2,360.22,1,-1,-1,-1,Customer,Working
637,421,0,749.24,255.75,95.92,428.25,1,-1,-1,-1,Shubhankar,Working
638,422,1,932.12,303.38,106.12,360.01,1,-1,-1,-1,Customer,Working
639,422,0,749.37,255.64,96.5,428.8,1,-1,-1,-1,Shubhankar,Working
640,423,1,934.86,304.82,102.58,358.27,1,-1,-1,-1,Customer,Working
641,423,0,749.98,254.85,96.92,429.2,1,-1,-1,-1,Shubhankar,Working
642,424,1,936.41,306.6,98.88,357.11,1,-1,-1,-1,Customer,Working
643,424,0,748.93,255.34,96.41,429.71,1,-1,-1,-1,Shubhankar,Working
644,425,1,937.45,307.33,95.9,355.94,1,-1,-1,-1,Customer,Working
645,425,0,749.08,254.02,95.76,428.98,1,-1,-1,-1,Shubhankar,Working
646,426,1,937.7,307.45,93.73,354.52,1,-1,-1,-1,Customer,Working
647,426,0,747.58,252.42,94.73,427.63,1,-1,-1,-1,Shubhankar,Working
648,427,1,939.01,309.06,92.42,353.48,1,-1,-1,-1,Customer,Working
649,427,0,748.69,252.17,94.26,427.71,1,-1,-1,-1,Shubhankar,Working
650,428,1,938.99,306.94,92.3,353.33,1,-1,-1,-1,Customer,Working
651,428,0,749.48,251.82,93.37,428.27,1,-1,-1,-1,Shubhankar,Working
652,429,1,937.33,303.1,93.59,349.57,1,-1,-1,-1,Customer,Working
653,429,0,748.45,247.48,92.46,421.88,1,-1,-1,-1,Shubhankar,Working
654,430,1,937.22,302.1,93.69,346.61,1,-1,-1,-1,Customer,Working
655,430,0,749.43,248.88,90.68,422.53,1,-1,-1,-1,Shubhankar,Working
656,431,1,935.85,302.44,93.76,344.75,1,-1,-1,-1,Customer,Working
657,431,0,750.23,248.04,90.48,422.3,1,-1,-1,-1,Shubhankar,Working
658,432,1,931.79,304.28,96.31,342.64,1,-1,-1,-1,Customer,Working
